%f %f
0.0	1058.1
200.0	938.8
400.0	822.7
600.0	709.9
800.0	600.3
1000.0	493.8
1200.0	390.5
1400.0	290.2
1600.0	193.0
1800.0	98.7
2000.0	7.4
2200.0	-81.0
2400.0	-166.5
2600.0	-249.1
2800.0	-329.0
3000.0	-406.2
3200.0	-480.6
3400.0	-552.3
3600.0	-621.4
3800.0	-687.9
4000.0	-751.9
4200.0	-813.3
4400.0	-872.2
4600.0	-928.7
4800.0	-982.8
5000.0	-1034.5
5200.0	-1083.8
5400.0	-1130.9
5600.0	-1175.7
5800.0	-1218.2
6000.0	-1258.6
6200.0	-1296.7
6400.0	-1332.8
6600.0	-1366.7
6800.0	-1398.6
7000.0	-1428.5
7200.0	-1456.4
7400.0	-1482.3
7600.0	-1506.2
7800.0	-1528.3
8000.0	-1548.5
8200.0	-1566.9
8400.0	-1583.4
8600.0	-1598.2
8800.0	-1611.3
9000.0	-1622.7
9200.0	-1632.3
9400.0	-1640.4
9600.0	-1646.8
9800.0	-1651.6
10000.0	-1654.9
10200.0	-1656.6
10400.0	-1656.8
10600.0	-1655.6
10800.0	-1652.9
11000.0	-1648.8
11200.0	-1643.4
11400.0	-1636.5
11600.0	-1628.4
11800.0	-1618.9
12000.0	-1608.2
12200.0	-1596.2
12400.0	-1583.0
12600.0	-1568.6
12800.0	-1553.0
13000.0	-1536.3
13200.0	-1518.4
13400.0	-1499.5
13600.0	-1479.5
13800.0	-1458.5
14000.0	-1436.4
14200.0	-1413.4
14400.0	-1389.3
14600.0	-1364.4
14800.0	-1338.5
15000.0	-1311.7
15200.0	-1284.1
15400.0	-1255.6
15600.0	-1226.2
15800.0	-1196.1
16000.0	-1165.2
16200.0	-1133.5
16400.0	-1101.1
16600.0	-1068.0
16800.0	-1034.2
17000.0	-999.7
17200.0	-964.5
17400.0	-928.7
17600.0	-892.3
17800.0	-855.4
18000.0	-817.8
18200.0	-779.7
18400.0	-741.1
18600.0	-702.0
18800.0	-662.3
19000.0	-622.2
19200.0	-581.7
19400.0	-540.7
19600.0	-499.3
19800.0	-457.5
20000.0	-415.3
20200.0	-372.8
20400.0	-329.9
20600.0	-286.7
20800.0	-243.2
21000.0	-199.4
21200.0	-155.4
21400.0	-111.1
21600.0	-66.5
21800.0	-21.7
22000.0	23.3
22200.0	68.5
22400.0	113.8
22600.0	159.3
22800.0	205.0
23000.0	250.8
23200.0	296.7
23400.0	342.6
23600.0	388.7
23800.0	434.9
24000.0	481.1
24200.0	527.3
24400.0	573.6
24600.0	619.9
24800.0	666.1
25000.0	712.4
25200.0	758.6
25400.0	804.8
25600.0	851.0
25800.0	897.0
26000.0	943.0
26200.0	988.9
26400.0	1034.7
26600.0	1080.4
26800.0	1125.9
27000.0	1171.4
27200.0	1216.6
27400.0	1261.7
27600.0	1306.6
27800.0	1351.4
28000.0	1395.9
28200.0	1440.2
28400.0	1484.4
28600.0	1528.3
28800.0	1571.9
29000.0	1615.3
29200.0	1658.5
29400.0	1701.3
29600.0	1743.9
29800.0	1786.2
30000.0	1828.3
30200.0	1870.0
30400.0	1911.4
30600.0	1952.4
30800.0	1993.2
31000.0	2033.6
31200.0	2073.6
31400.0	2113.3
31600.0	2152.7
31800.0	2191.6
32000.0	2230.2
32200.0	2268.4
32400.0	2306.2
32600.0	2343.6
32800.0	2380.6
33000.0	2417.2
33200.0	2453.3
33400.0	2489.0
33600.0	2524.3
33800.0	2559.1
34000.0	2593.5
34200.0	2627.4
34400.0	2660.9
34600.0	2693.9
34800.0	2726.4
35000.0	2758.5
35200.0	2790.0
35400.0	2821.1
35600.0	2851.7
35800.0	2881.7
36000.0	2911.3
36200.0	2940.4
36400.0	2968.9
36600.0	2996.9
36800.0	3024.4
37000.0	3051.4
37200.0	3077.8
37400.0	3103.7
37600.0	3129.1
37800.0	3153.9
38000.0	3178.2
38200.0	3201.9
38400.0	3225.0
38600.0	3247.6
38800.0	3269.7
39000.0	3291.2
39200.0	3312.1
39400.0	3332.4
39600.0	3352.2
39800.0	3371.3
40000.0	3389.9
40200.0	3408.0
40400.0	3425.4
40600.0	3442.3
40800.0	3458.5
41000.0	3474.2
41200.0	3489.3
41400.0	3503.8
41600.0	3517.7
41800.0	3531.0
42000.0	3543.7
42200.0	3555.8
42400.0	3567.3
42600.0	3578.2
42800.0	3588.5
43000.0	3598.2
43200.0	3607.3
43400.0	3615.8
43600.0	3623.7
43800.0	3631.0
44000.0	3637.6
44200.0	3643.7
44400.0	3649.2
44600.0	3654.0
44800.0	3658.3
45000.0	3661.9
45200.0	3664.9
45400.0	3667.4
45600.0	3669.2
45800.0	3670.4
46000.0	3671.0
46200.0	3671.0
46400.0	3670.5
46600.0	3669.3
46800.0	3667.5
47000.0	3665.1
47200.0	3662.1
47400.0	3658.5
47600.0	3654.3
47800.0	3649.5
48000.0	3644.1
48200.0	3638.2
48400.0	3631.6
48600.0	3624.5
48800.0	3616.7
49000.0	3608.4
49200.0	3599.5
49400.0	3590.0
49600.0	3580.0
49800.0	3569.3
50000.0	3558.1
50200.0	3546.3
50400.0	3534.0
50600.0	3521.0
50800.0	3507.6
51000.0	3493.5
51200.0	3478.9
51400.0	3463.7
51600.0	3448.0
